key,english_source,current_telugu_translation,status,reviewer_notes
employer.crew.roster_title,THIS WEEK'S ROSTER,,MISSING — needs translation,
employer.crew.roster_no_days,No days set,,MISSING — needs translation,
employer.crew.roster_unfilled,Not filled yet,,MISSING — needs translation,
employer.crew.docs_expiring_title,DOCUMENTS EXPIRING SOON,,MISSING — needs translation,
employer.crew.docs_expires,Expires {{date}},,MISSING — needs translation,
employer.crew.docs_expired,Expired {{date}},,MISSING — needs translation,
employer.crew.churn_title,DRIFTING AWAY?,,MISSING — needs translation,
employer.crew.churn_row,{{hires}} hires · quiet {{days}} days,,MISSING — needs translation,
employer.crew.churn_reach_out,Reach out,,MISSING — needs translation,
employer.crew.timesheet_title,HOURS THIS MONTH,,MISSING — needs translation,
employer.crew.timesheet_export,Export,,MISSING — needs translation,
employer.crew.timesheet_row,{{hours}} · {{days}} days,,MISSING — needs translation,
employer.crew.empty_eyebrow,BUILD YOUR CREW,,MISSING — needs translation,
employer.crew.empty_title,No crew yet,,MISSING — needs translation,
employer.crew.empty_body,Import your contacts to add workers you already know — they'll be one tap away for your next job.,,MISSING — needs translation,
employer.crew.no_contacts_title,Contacts unavailable,,MISSING — needs translation,
employer.crew.no_contacts_body,Contact import isn't available on this device.,,MISSING — needs translation,
employer.crew.permission_title,Permission needed,,MISSING — needs translation,
employer.crew.permission_body,Allow contacts access to find workers you already know.,,MISSING — needs translation,
employer.crew.import_done_title,{{n}} added to your crew,,MISSING — needs translation,
employer.crew.import_done_body,{{invite}} of your contacts aren't on Doondo yet.,,MISSING — needs translation,
employer.crew.import_fail,Couldn't import contacts. Try again.,,MISSING — needs translation,
employer.crew.invite,Invite them,,MISSING — needs translation,
employer.crew.later,Later,,MISSING — needs translation,
employer.crew.invite_message,I'm hiring on Doondo — join and I'll add you to my crew: https://doondo.app,,MISSING — needs translation,
employer.needs_now.title,NEEDS YOU NOW,,MISSING — needs translation,
employer.needs_now.on_the_way_one,{{name}} is on the way,,MISSING — needs translation,
employer.needs_now.on_the_way_many,{{n}} workers are on the way,,MISSING — needs translation,
employer.needs_now.counter_one,{{name}} countered your offer,,MISSING — needs translation,
employer.needs_now.counter_many,{{n}} workers countered your offer,,MISSING — needs translation,
employer.needs_now.proof_one,1 work photo waiting for your review,,MISSING — needs translation,
employer.needs_now.proof_many,{{n}} work photos waiting for your review,,MISSING — needs translation,
employer.needs_now.waiting_one,{{name}} has been waiting over a day,,MISSING — needs translation,
employer.needs_now.waiting_many,{{n}} applicants have waited over a day,,MISSING — needs translation,
employer.needs_now.doc_one,{{sample}} document expiring,,MISSING — needs translation,
employer.needs_now.doc_many,{{n}} crew documents expiring soon,,MISSING — needs translation,
employer.project.title,Project progress,,MISSING — needs translation,
employer.project.day_of,Day {{day}} of {{total}},,MISSING — needs translation,
employer.project.range,{{start}} → {{end}},,MISSING — needs translation,
employer.project.remaining,{{n}} days left,,MISSING — needs translation,
employer.project.complete,Project complete,,MISSING — needs translation,
employer.project.days_attended,{{done}}/{{total}} days,,MISSING — needs translation,
employer.statement.cta,Monthly statement (PDF),,MISSING — needs translation,
employer.statement.generating,Preparing…,,MISSING — needs translation,
employer.statement.pdf_title,Monthly statement,,MISSING — needs translation,
employer.statement.pdf_footer,Generated by Doondo. Hours are from on-site check-ins; pay is settled UPI payments for the month.,,MISSING — needs translation,
employer.statement.share_title,Share monthly statement,,MISSING — needs translation,
employer.statement.col_worker,Worker,,MISSING — needs translation,
employer.statement.col_days,Days,,MISSING — needs translation,
employer.statement.col_shifts,Shifts,,MISSING — needs translation,
employer.statement.col_hours,Hours,,MISSING — needs translation,
employer.statement.col_paid,Paid,,MISSING — needs translation,
employer.statement.total,Total · {{n}} workers,,MISSING — needs translation,
employer.statement.empty_title,Nothing to report,,MISSING — needs translation,
employer.statement.empty_body,No worked hours or settled payments this month yet.,,MISSING — needs translation,
employer.statement.fail,Couldn't generate the statement. Try again.,,MISSING — needs translation,
employer.squad.title,SQUADS,,MISSING — needs translation,
employer.squad.new,+ New squad,,MISSING — needs translation,
employer.squad.none,No squads yet. Group workers you hire together for one-tap deploys.,,MISSING — needs translation,
employer.squad.member_count,{{n}} members,,MISSING — needs translation,
employer.squad.deploy,Deploy to job,,MISSING — needs translation,
employer.squad.delete,Delete,,MISSING — needs translation,
employer.squad.deploy_pick,"Send ""{{name}}"" to which job?",,MISSING — needs translation,
employer.squad.deploy_done_title,Squad deployed,,MISSING — needs translation,
employer.squad.deploy_done_body,Offers sent to {{sent}} members. {{failed}} couldn't be offered.,,MISSING — needs translation,
employer.squad.deploy_fail,Couldn't deploy the squad. Try again.,,MISSING — needs translation,
employer.squad.builder_title,New squad,,MISSING — needs translation,
employer.squad.name_placeholder,Squad name (e.g. Morning kitchen crew),,MISSING — needs translation,
employer.squad.save,Save squad ({{n}}),,MISSING — needs translation,
employer.squad.saving,Saving…,,MISSING — needs translation,
employer.squad.save_fail,Couldn't save the squad. The name may already be taken.,,MISSING — needs translation,
employer.workforce.eyebrow,WORKFORCE,శ్రామిక శక్తి,translated,
employer.workforce.title,Your team.,మీ జట్టు.,translated,
employer.workforce.coming_soon_eyebrow,COMING SOON,త్వరలో వస్తోంది,translated,
employer.workforce.coming_soon_body,"Phase 4 brings active hires, attendance, and recurring worker management to this tab.","Phase 4లో క్రియాశీల నియామకాలు, హాజరు మరియు పునరావృత కార్మికుల నిర్వహణ ఈ ట్యాబ్‌లోకి వస్తుంది.",translated,
employer.applicant_card.reel_pill,Reel,,MISSING — needs translation,
employer.applicant_card.for_job,for {{title}},{{title}} కోసం,translated,
employer.applicant_card.anon,Anonymous,అనామక,translated,
employer.applicant_card.verified,Verified,ధృవీకరించబడింది,translated,
employer.applicant_card.team_of,Team of {{n}},{{n}} మంది జట్టు,translated,
employer.applicant_card.time_just_now,just now,ఇప్పుడే,translated,
employer.applicant_card.time_minutes_ago,{{n}}m ago,{{n}} నిమి క్రితం,translated,
employer.applicant_card.time_hours_ago,{{n}}h ago,{{n}} గంటల క్రితం,translated,
employer.applicant_card.time_days_ago,{{n}}d ago,{{n}} రోజుల క్రితం,translated,
employer.applicant_card.status_pending,New,కొత్త,translated,
employer.applicant_card.status_viewed,Viewed,చూశారు,translated,
employer.applicant_card.status_shortlisted,Shortlisted,షార్ట్‌లిస్ట్,translated,
employer.applicant_card.status_rejected,Rejected,తిరస్కరించబడింది,translated,
employer.applicant_card.status_hired,Hired,నియమించబడింది,translated,
employer.applicant_card.status_withdrawn,Withdrawn,ఉపసంహరించుకున్నారు,translated,
employer.applicant_card.fallback_name,Applicant,దరఖాస్తుదారు,translated,
employer.applicants.eyebrow,APPLICANTS,దరఖాస్తుదారులు,translated,
employer.applicants.title,People who want this.,కోరుకుంటున్న వ్యక్తులు.,translated,
employer.applicants.per_job_title,Applicants,దరఖాస్తుదారులు,translated,
employer.applicants.per_job_total,{{n}} total,మొత్తం {{n}},translated,
employer.applicants.fill,{{hired}} of {{headcount}} hired,,MISSING — needs translation,
employer.applicants.filter_all,All,అన్ని,translated,
employer.applicants.filter_pending,New,కొత్త,translated,
employer.applicants.filter_viewed,Viewed,చూసిన,translated,
employer.applicants.filter_shortlisted,Shortlisted,షార్ట్‌లిస్ట్,translated,
employer.applicants.filter_hired,Hired,నియమించబడిన,translated,
employer.applicants.offline_eyebrow,OFFLINE,ఆఫ్‌లైన్,translated,
employer.applicants.offline_title,Couldn't load applicants,దరఖాస్తుదారులను లోడ్ చేయలేకపోయాము,translated,
employer.applicants.offline_message,"Pull down to retry, or check your connection.","మళ్ళీ ప్రయత్నించడానికి కిందకు లాగండి, లేదా మీ కనెక్షన్‌ను తనిఖీ చేయండి.",translated,
employer.applicants.empty_waiting_eyebrow,WAITING ROOM,వేచి ఉండే గది,translated,
employer.applicants.empty_no_applicants_title,No applicants yet,ఇంకా దరఖాస్తుదారులు లేరు,translated,
employer.applicants.empty_no_applicants_message,"Once someone applies to one of your jobs, they'll show up here.","ఎవరైనా మీ ఉద్యోగాల్లో ఒకదానికి దరఖాస్తు చేస్తే, వారు ఇక్కడ కనిపిస్తారు.",translated,
employer.applicants.empty_no_applicants_per_job,"When someone applies, you'll see them here. Verified candidates show a champagne ring around their avatar.","ఎవరైనా దరఖాస్తు చేసినప్పుడు, మీరు వారిని ఇక్కడ చూస్తారు. ధృవీకరించబడిన అభ్యర్థులు తమ అవతార్ చుట్టూ షాంపేన్ రింగ్‌ను చూపిస్తారు.",translated,
employer.applicants.empty_filter_eyebrow,EMPTY FILTER,ఖాళీ ఫిల్టర్,translated,
employer.applicants.empty_filter_title,"No applicants in ""{{filter}}""","""{{filter}}""లో దరఖాస్తుదారులు లేరు",translated,
employer.applicants.empty_filter_message,"Try a different filter, or wait for new applications.","మరో ఫిల్టర్‌ను ప్రయత్నించండి, లేదా కొత్త దరఖాస్తుల కోసం వేచి ఉండండి.",translated,
employer.applicants.available_now_title,Workers available right now,కార్మికులు ఇప్పుడు అందుబాటులో ఉన్నారు,translated,
employer.applicants.available_now_subtitle,"Workers nearby broadcasting ""available now"" — tap to view","దగ్గర్లోని కార్మికులు ""ఇప్పుడు అందుబాటులో"" అని ప్రసారం చేస్తున్నారు — చూడటానికి ట్యాప్ చేయండి",translated,
employer.applicants.available_off_title,Available workers,అందుబాటులో ఉన్న కార్మికులు,translated,
employer.applicants.available_off_subtitle,"When workers are broadcasting nearby, they show up here","దగ్గర్లోని కార్మికులు ప్రసారం చేస్తున్నప్పుడు, వారు ఇక్కడ కనిపిస్తారు",translated,
employer.applicants.available_now_a11y,See workers available right now,ఇప్పుడు అందుబాటులో ఉన్న కార్మికులను చూడండి,translated,
employer.upi.title,💸 Pay via UPI,💸 UPI ద్వారా చెల్లించండి,translated,
employer.upi.receipt_share,Share receipt,,MISSING — needs translation,
employer.upi.receipt_sharing,Preparing…,,MISSING — needs translation,
employer.upi.receipt_fail,Couldn't load the receipt. Try again.,,MISSING — needs translation,
employer.upi.receipt_heading,DOONDO PAYMENT RECEIPT,,MISSING — needs translation,
employer.upi.receipt_no,Receipt no,,MISSING — needs translation,
employer.upi.receipt_date,Date,,MISSING — needs translation,
employer.upi.receipt_from,From,,MISSING — needs translation,
employer.upi.receipt_to,To,,MISSING — needs translation,
employer.upi.receipt_amount,Amount,,MISSING — needs translation,
employer.upi.receipt_method,Method,,MISSING — needs translation,
employer.upi.amount_placeholder,Amount,మొత్తం,translated,
employer.upi.cta_open,Open UPI app,UPI ఆప్ తెరువు,translated,
employer.upi.no_upi_title,No UPI app found,UPI ఆప్ కనుగొనబడలేదు,translated,
employer.upi.no_upi_body,Pay {{amount}} to {{vpa}} with reference {{ref}}.,{{vpa}}కు సూచన {{ref}}తో {{amount}} చెల్లించండి.,translated,
employer.upi.could_not_create,Could not create payment,చెల్లింపును సృష్టించలేకపోయాము,translated,
employer.upi.ref_label,Ref {{ref}} · {{vpa}},సూచన {{ref}} · {{vpa}},translated,
employer.upi.cta_paid,✓ I paid,✓ నేను చెల్లించాను,translated,
employer.upi.cta_cancel,Cancel,రద్దు,translated,
employer.upi.enter_amount,Enter an amount,మొత్తాన్ని నమోదు చేయండి,translated,
employer.upi.marked_paid_title,Marked paid,చెల్లించబడిందని గుర్తించబడింది,translated,
employer.upi.marked_paid_body,The worker's earnings have been updated.,కార్మికుని సంపాదన అప్‌డేట్ చేయబడింది.,translated,
employer.posts.eyebrow,POSTS,పోస్ట్‌లు,translated,
employer.posts.title,Your jobs.,మీ ఉద్యోగాలు.,translated,
employer.posts.subtitle_one,{{n}} total · pull down to refresh,మొత్తం {{n}} · రిఫ్రెష్ చేయడానికి కిందకు లాగండి,translated,
employer.posts.subtitle_other,{{n}} total · pull down to refresh,మొత్తం {{n}} · రిఫ్రెష్ చేయడానికి కిందకు లాగండి,translated,
employer.posts.subtitle_empty,Post a job to start hiring,నియామకాన్ని ప్రారంభించడానికి ఒక ఉద్యోగాన్ని పోస్ట్ చేయండి,translated,
employer.posts.subtitle_manage,Manage and track your job posts,మీ ఉద్యోగ పోస్ట్‌లను నిర్వహించండి మరియు ట్రాక్ చేయండి,translated,
employer.posts.count_one,{{n}} Job,{{n}} ఉద్యోగం,translated,
employer.posts.count_other,{{n}} Jobs,{{n}} ఉద్యోగాలు,translated,
employer.posts.view_applicants,View applicants,దరఖాస్తుదారులను చూడండి,translated,
employer.posts.tip_title,Tip,చిట్కా,translated,
employer.posts.tip_body,Keep your jobs updated to attract the best talent.,ఉత్తమ టాలెంట్‌ను ఆకర్షించడానికి మీ ఉద్యోగాలను అప్‌డేట్‌గా ఉంచండి.,translated,
employer.posts.cta_new,+ New,+ కొత్త,translated,
employer.posts.cta_post,Post a job,ఉద్యోగాన్ని పోస్ట్ చేయండి,translated,
employer.posts.offline_eyebrow,OFFLINE,ఆఫ్‌లైన్,translated,
employer.posts.offline_title,Couldn't load your posts,మీ పోస్ట్‌లను లోడ్ చేయలేకపోయాము,translated,
employer.posts.offline_message,"Pull down to retry, or check your connection.","మళ్ళీ ప్రయత్నించడానికి కిందకు లాగండి, లేదా మీ కనెక్షన్‌ను తనిఖీ చేయండి.",translated,
employer.posts.empty_eyebrow,NO POSTS YET,ఇంకా పోస్ట్‌లు లేవు,translated,
employer.posts.empty_title,Post your first job,మీ మొదటి ఉద్యోగాన్ని పోస్ట్ చేయండి,translated,
employer.posts.empty_message,Tap the button below and be hiring in under a minute.,"కింద ఉన్న బటన్‌ను నొక్కి, ఒక నిమిషం లోపు నియామకాన్ని ప్రారంభించండి.",translated,
employer.posts.section_open,Open,తెరిచిన,translated,
employer.posts.section_closed,Closed,మూసిన,translated,
employer.posts.applicants_one,{{n}} applicant,{{n}} దరఖాస్తుదారు,translated,
employer.posts.applicants_other,{{n}} applicants,{{n}} దరఖాస్తుదారులు,translated,
employer.posts.action_pause,Pause,విరామం,translated,
employer.posts.action_reopen,Reopen,మళ్ళీ తెరువు,translated,
employer.posts.action_close,Close,మూసివేయి,translated,
employer.posts.action_repost,Re-post,,MISSING — needs translation,
employer.posts.status_active,Active,క్రియాశీల,translated,
employer.posts.status_paused,Paused,విరామిత,translated,
employer.posts.status_filled,Filled,నింపబడింది,translated,
employer.posts.status_expired,Closed,మూసివేయబడింది,translated,
employer.posts.escalation_boosted,⬆ Boosted,,MISSING — needs translation,
employer.posts.escalation_attention,Needs attention,,MISSING — needs translation,
employer.posts.type_full_time,Full-time,పూర్తి సమయం,translated,
employer.posts.type_part_time,Part-time,పార్ట్ టైమ్,translated,
employer.posts.type_gig,Gig,గిగ్,translated,
employer.posts.type_shift,Shift,షిఫ్ట్,translated,
employer.posts.type_contract,Contract,కాంట్రాక్ట్,translated,
employer.available_workers.header_title,Available right now,ఇప్పుడు అందుబాటులో,translated,
employer.available_workers.header_subtitle,Workers who broadcast their availability within ~15 km. Tap to call — they've opted in to be reached.,~15 కిమీ లోపు తమ లభ్యతను ప్రసారం చేస్తున్న కార్మికులు. కాల్ చేయడానికి ట్యాప్ చేయండి — వారు సంప్రదించడానికి అంగీకరించారు.,translated,
employer.available_workers.error_title,Couldn't load,లోడ్ చేయలేకపోయాము,translated,
employer.available_workers.error_message,Check your connection and try again.,మీ కనెక్షన్‌ను తనిఖీ చేసి మళ్ళీ ప్రయత్నించండి.,translated,
employer.available_workers.retry,Retry,మళ్ళీ ప్రయత్నించు,translated,
employer.available_workers.empty_eyebrow,NOBODY BROADCASTING,ఎవరూ ప్రసారం చేయడం లేదు,translated,
employer.available_workers.empty_title,No workers available right now,ఇప్పుడు కార్మికులు అందుబాటులో లేరు,translated,
employer.available_workers.empty_message,"When a worker raises their availability beacon nearby, they'll show up here. Pull to refresh.","ఒక కార్మికుడు దగ్గర్లో తమ లభ్యత బీకన్‌ను పెంచినప్పుడు, వారు ఇక్కడ కనిపిస్తారు. రిఫ్రెష్ చేయడానికి లాగండి.",translated,
employer.available_workers.meters_short,{{n}}m,{{n}}మీ,translated,
employer.available_workers.kilometers_short,{{n}}km,{{n}}కిమీ,translated,
employer.available_workers.drive,🚗 {{n}} min,,MISSING — needs translation,
employer.available_workers.drive_est,🚗 ~{{n}} min,,MISSING — needs translation,
employer.available_workers.minutes_left,{{n}}m left,{{n}}మి మిగిలి,translated,
employer.available_workers.expiring,expiring,గడువు ముగియును,translated,
employer.available_workers.wants_wage,Wants ₹{{amount}}/{{period}},,MISSING — needs translation,
employer.available_workers.period_hour,hr,,MISSING — needs translation,
employer.available_workers.period_day,day,,MISSING — needs translation,
employer.available_workers.period_week,wk,,MISSING — needs translation,
employer.available_workers.period_month,mo,,MISSING — needs translation,
employer.available_workers.period_fixed,fixed,,MISSING — needs translation,
employer.available_workers.call_a11y,Call {{name}},{{name}}కు కాల్ చేయండి,translated,
employer.available_workers.call_now,📞 Call now,📞 ఇప్పుడు కాల్ చేయండి,translated,
employer.available_workers.opening_dialer,Opening dialer…,డయలర్ తెరవబడుతోంది…,translated,
employer.available_workers.no_phone_title,Couldn't call,కాల్ చేయలేకపోయాము,translated,
employer.available_workers.no_phone_body,This worker hasn't added a phone number to their profile.,ఈ కార్మికుడు తమ ప్రొఫైల్‌లో ఫోన్ నంబర్ జోడించలేదు.,translated,
employer.available_workers.no_dialer_title,Couldn't open dialer,డయలర్ తెరవలేకపోయాము,translated,
employer.available_workers.no_dialer_body,Your phone's dialer isn't available. The number is {{phone}},మీ ఫోన్ డయలర్ అందుబాటులో లేదు. నంబర్ {{phone}},translated,
employer.available_workers.not_available_title,Not available,అందుబాటులో లేదు,translated,
employer.available_workers.not_available_default,Couldn't reveal contact.,సంప్రదింపును బహిర్గతం చేయలేకపోయాము.,translated,
employer.available_workers.location_default,Showing a default area — turn on location (or set your city in your profile) to find workers near you.,,MISSING — needs translation,
employer.profile.switch_a11y,Switch account,ఖాతా మార్చండి,translated,
employer.profile.eyebrow,EMPLOYER,ఉద్యోగదాత,translated,
employer.profile.favorited_by,♥ {{n}} workers favourited you,,MISSING — needs translation,
employer.profile.photo_updating,Updating photo…,ఫోటో అప్‌డేట్ అవుతోంది…,translated,
employer.profile.photo_change,Change photo,ఫోటో మార్చండి,translated,
employer.profile.photo_add,Add photo,ఫోటో జోడించండి,translated,
employer.profile.photo_failed,Failed to update photo,ఫోటోను అప్‌డేట్ చేయలేకపోయాము,translated,
employer.profile.completion_eyebrow,BUSINESS PROFILE,వ్యాపార ప్రొఫైల్,translated,
employer.profile.completion_incomplete,Complete your profile so seekers trust your posts.,సీకర్‌లు మీ పోస్ట్‌లను నమ్మేలా మీ ప్రొఫైల్‌ను పూర్తి చేయండి.,translated,
employer.profile.completion_complete,Your business profile is complete.,మీ వ్యాపార ప్రొఫైల్ పూర్తయింది.,translated,
employer.profile.section_business,BUSINESS,వ్యాపారం,translated,
employer.profile.section_compliance,COMPLIANCE,కంప్లయన్స్,translated,
employer.profile.section_location,LOCATION,స్థానం,translated,
employer.profile.edit,Edit,సవరించు,translated,
employer.profile.business_empty_title,Add your business name,మీ వ్యాపార పేరును జోడించండి,translated,
employer.profile.business_empty_subtitle,Tap to set business type,వ్యాపార రకాన్ని సెట్ చేయడానికి ట్యాప్ చేయండి,translated,
employer.profile.gstin_empty_title,GSTIN not set,GSTIN సెట్ చేయబడలేదు,translated,
employer.profile.gstin_set_subtitle,GST registration on file,GST రిజిస్ట్రేషన్ ఫైల్‌లో,translated,
employer.profile.gstin_empty_subtitle,Add to verify your business,మీ వ్యాపారాన్ని ధృవీకరించడానికి జోడించండి,translated,
employer.profile.location_empty_title,Set your business address,మీ వ్యాపార చిరునామాను సెట్ చేయండి,translated,
employer.profile.location_set_subtitle,GPS set,GPS సెట్ చేయబడింది,translated,
employer.profile.location_empty_subtitle,So seekers know where you operate from,మీరు ఎక్కడి నుంచి పని చేస్తారో సీకర్‌లు తెలుసుకోవడానికి,translated,
employer.profile.recovery_title,Add recovery phone,రికవరీ ఫోన్‌ను జోడించండి,translated,
employer.profile.recovery_body,Needed to reset your password if you ever forget it.,మీరు ఎప్పుడైనా పాస్‌వర్డ్ మర్చిపోతే రీసెట్ చేయడానికి అవసరం.,translated,
employer.profile.recovery_pill,Add,జోడించండి,translated,
employer.profile.verification_title,Verification,ధృవీకరణ,translated,
employer.profile.verification_verified_copy,Your business carries the gold ★ everywhere.,మీ వ్యాపారం ప్రతి చోట బంగారు ★ను కలిగి ఉంది.,translated,
employer.profile.verification_pending_with_gstin,Phone confirmed — finish with a quick selfie.,ఫోన్ నిర్ధారించబడింది — త్వరిత సెల్ఫీతో పూర్తి చేయండి.,translated,
employer.profile.verification_pending_no_gstin,"Add a valid GSTIN, then finish with a selfie.","సరైన GSTINని జోడించండి, తరువాత సెల్ఫీతో పూర్తి చేయండి.",translated,
employer.profile.verification_rejected,Verification didn't pass. Tap to try again.,ధృవీకరణ ఉత్తీర్ణం కాలేదు. మళ్ళీ ప్రయత్నించడానికి ట్యాప్ చేయండి.,translated,
employer.profile.verification_default,Confirm your phone + selfie to earn the gold ★.,బంగారు ★ సంపాదించడానికి మీ ఫోన్ + సెల్ఫీని నిర్ధారించండి.,translated,
employer.profile.verification_verified_pill,Verified,ధృవీకరించబడింది,translated,
employer.profile.verification_continue,Continue,కొనసాగించు,translated,
employer.profile.verification_verify,Verify,ధృవీకరించు,translated,
employer.profile.cta_signout,Sign out,సైన్ ఔట్,translated,
employer.profile.business_type_individual,Individual,వ్యక్తిగత,translated,
employer.profile.business_type_shop,Shop,దుకాణం,translated,
employer.profile.business_type_restaurant,Restaurant,రెస్టారెంట్,translated,
employer.profile.business_type_salon,Salon,సలోన్,translated,
employer.profile.business_type_agency,Agency,ఏజెన్సీ,translated,
employer.profile.business_type_startup,Startup,స్టార్టప్,translated,
employer.profile.business_type_enterprise,Enterprise,ఎంటర్‌ప్రైజ్,translated,
employer.profile.business_type_other,Other,ఇతర,translated,
employer.applicant_detail.error_eyebrow,UNAVAILABLE,అందుబాటులో లేదు,translated,
employer.applicant_detail.error_title,Couldn't load this applicant,ఈ దరఖాస్తుదారుని లోడ్ చేయలేకపోయాం,translated,
employer.applicant_detail.error_message,"They may have withdrawn, or your connection dropped.","వారు దరఖాస్తును ఉపసంహరించుకుని ఉండవచ్చు, లేదా మీ కనెక్షన్ తెగిపోయి ఉండవచ్చు.",translated,
employer.applicant_detail.close,Close,మూసివేయి,translated,
employer.applicant_detail.back,Back,వెనుకకు,translated,
employer.applicant_detail.rate_worker,Rate this worker,ఈ కార్మికుడిని రేట్ చేయండి,translated,
employer.applicant_detail.rate_worker_hint,Your review helps other employers find great hires.,మీ సమీక్ష ఇతర యజమానులు మంచి కార్మికులను కనుగొనడంలో సహాయపడుతుంది.,translated,
employer.applicant_detail.rate_cta,Rate,రేట్ చేయి,translated,
employer.applicant_detail.applicant_fallback,Applicant,దరఖాస్తుదారు,translated,
employer.applicant_detail.status_new,NEW APPLICANT,కొత్త దరఖాస్తుదారు,translated,
employer.applicant_detail.status_viewed,VIEWED,చూశారు,translated,
employer.applicant_detail.status_shortlisted,SHORTLISTED,షార్ట్‌లిస్ట్ చేశారు,translated,
employer.applicant_detail.status_rejected,REJECTED,తిరస్కరించారు,translated,
employer.applicant_detail.status_hired,HIRED,నియమించారు,translated,
employer.applicant_detail.status_withdrawn,WITHDRAWN,ఉపసంహరించారు,translated,
employer.applicant_detail.team_of,Team of {{n}},{{n}} మంది జట్టు,translated,
employer.applicant_detail.teammates,TEAMMATES,జట్టు సభ్యులు,translated,
employer.applicant_detail.applied_to,APPLIED TO,దీనికి దరఖాస్తు చేశారు,translated,
employer.applicant_detail.skills,SKILLS,నైపుణ్యాలు,translated,
employer.applicant_detail.cover_note,COVER NOTE,కవర్ నోట్,translated,
employer.applicant_detail.call_worker,📞 Call this worker,📞 ఈ కార్మికుడికి కాల్ చేయండి,translated,
employer.applicant_detail.call_worker_a11y,Call this worker,ఈ కార్మికుడికి కాల్ చేయండి,translated,
employer.applicant_detail.call_opening,Opening dialer…,డయలర్ తెరుస్తోంది…,translated,
employer.applicant_detail.call_fail_title,Couldn't call,కాల్ చేయలేకపోయాం,translated,
employer.applicant_detail.call_fail_no_phone,This worker hasn't added a phone number yet.,ఈ కార్మికుడు ఇంకా ఫోన్ నంబర్ జోడించలేదు.,translated,
employer.applicant_detail.call_dialer_fail_title,Couldn't open dialer,డయలర్ తెరవలేకపోయాం,translated,
employer.applicant_detail.call_dialer_fail_msg,Their number is {{phone}},వారి నంబర్ {{phone}},translated,
employer.applicant_detail.call_reveal_fail,Couldn't reveal contact.,సంప్రదింపును చూపలేకపోయాం.,translated,
employer.applicant_detail.call_not_available,Not available,అందుబాటులో లేదు,translated,
employer.applicant_detail.endorsements,ENDORSEMENTS,సిఫార్సులు,translated,
employer.applicant_detail.endorsements_intro,You worked with this person — vouch for them on the trades they actually delivered. 3 employer endorsements = verified status.,మీరు ఈ వ్యక్తితో పనిచేశారు — వారు నిజంగా చేసిన పనులకు వారిని సిఫార్సు చేయండి. 3 యజమాని సిఫార్సులు = ధృవీకరించబడిన స్థితి.,translated,
employer.applicant_detail.endorsements_hint,Tap a trade to endorse the worker. You can endorse each trade once.,కార్మికుడిని సిఫార్సు చేయడానికి ఒక ట్రేడ్‌పై నొక్కండి. ప్రతి ట్రేడ్‌ను ఒకసారి సిఫార్సు చేయవచ్చు.,translated,
employer.applicant_detail.endorse_fail_title,Couldn't endorse,సిఫార్సు చేయలేకపోయాం,translated,
employer.applicant_detail.try_again,Try again.,మళ్లీ ప్రయత్నించండి.,translated,
employer.applicant_detail.course_badges,COURSE BADGES,కోర్సు బ్యాడ్జ్‌లు,translated,
employer.applicant_detail.work_photos,WORK PHOTOS,పని ఫోటోలు,translated,
employer.applicant_detail.photo_verified,Verified,ధృవీకరించబడింది,translated,
employer.applicant_detail.verify_photo,✓ Verify this work,✓ ఈ పనిని ధృవీకరించండి,translated,
employer.applicant_detail.verify_photo_a11y,Verify this work photo,ఈ పని ఫోటోను ధృవీకరించండి,translated,
employer.applicant_detail.verify_fail_title,Couldn't verify,ధృవీకరించలేకపోయాం,translated,
employer.applicant_detail.work_history,WORK HISTORY,పని చరిత్ర,translated,
employer.applicant_detail.current,CURRENT,ప్రస్తుతం,translated,
employer.applicant_detail.resume,RESUME,రెజ్యూమె,translated,
employer.applicant_detail.resume_fallback,Resume,రెజ్యూమె,translated,
employer.applicant_detail.resume_opening,Opening…,తెరుస్తోంది…,translated,
employer.applicant_detail.resume_open,Open resume,రెజ్యూమె తెరవండి,translated,
employer.applicant_detail.resume_open_fail,Couldn't open resume,రెజ్యూమె తెరవలేకపోయాం,translated,
employer.applicant_detail.interview,INTERVIEW,ఇంటర్వ్యూ,translated,
employer.applicant_detail.interview_mode_in_person,In-person,ప్రత్యక్షంగా,translated,
employer.applicant_detail.interview_mode_video,Video,వీడియో,translated,
employer.applicant_detail.interview_mode_phone,Phone,ఫోన్,translated,
employer.applicant_detail.interview_mode_video_call,Video call,వీడియో కాల్,translated,
employer.applicant_detail.interview_mode_phone_call,Phone call,ఫోన్ కాల్,translated,
employer.applicant_detail.interview_reschedule,Reschedule,సమయం మార్చండి,translated,
employer.applicant_detail.interview_cancel,Cancel,రద్దు చేయండి,translated,
employer.applicant_detail.interview_cancelling,Cancelling…,రద్దు చేస్తోంది…,translated,
employer.applicant_detail.interview_intro,"Set a time and the applicant gets a push, a chat note, and a card on their application.","ఒక సమయాన్ని సెట్ చేయండి — దరఖాస్తుదారుకు ఒక పుష్, ఒక చాట్ నోట్, మరియు వారి దరఖాస్తుపై ఒక కార్డు అందుతుంది.",translated,
employer.applicant_detail.interview_schedule,Schedule interview,ఇంటర్వ్యూ షెడ్యూల్ చేయండి,translated,
employer.applicant_detail.interview_when,When,ఎప్పుడు,translated,
employer.applicant_detail.interview_when_placeholder,2026-05-12 15:00,2026-05-12 15:00,translated,
